Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,0.355321532,0.381019907,0.389594569,0.414118231,0.453969796,0.493260813,0.486763075,0.481294913,0.446687163,0.471747475,0.583513988,0.851006097,0.912224067,0.94334976,0.973502632,1.057859388
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,0.975259762,0.938201757,0.949350243,1.019557988,1.046416775,1.088569382,1.195259486,1.26380481,1.348563251,1.416317393,1.509663496,1.626366425,1.678603032,1.777588045,1.90631555,1.909890716
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,3.721499604,3.663945867,3.872969895,3.952496648,4.136343582,4.310376759,4.756438946,5.02020957,5.529716828,5.511323147,5.624105757,6.484260583,6.091586588,6.167789961,5.597187383,5.721181036
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,2.452333155,2.310897524,2.36413982,2.260164586,2.248612758,2.378997792,2.22777692,2.303437439,2.291667032,2.144873704,1.695933627,1.925170469,1.67193666,2.627813846,3.346708888,3.277194971
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.794549984,1.802410371,1.769880772,1.709539024,1.785371856,1.782061764,1.783625001,1.854305856,1.945681928,1.805179788,2.03322568,2.117869375,2.279272333,2.421656961,2.523232137,2.373628508
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,14.16711189,13.85143381,13.32268255,15.62433655,14.18897462,13.66703853,20.30994264,19.04167531,20.847719,20.50002315,18.44923521,18.61885184,18.29587739,17.82826519,17.27764771,15.42488346
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,5.3144536,5.767159578,5.56323884,6.164371004,6.125548534,6.265854174,6.439923574,6.971191811,6.678624427,5.764030949,6.049544016,6.755278124,6.16215311,5.458963808,5.820924714,6.207865317
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.080978977,0.08120832,0.078092606,0.082183395,0.081347129,0.078975196,0.089665522,0.098933279,0.115727153,0.114258558,0.146745851,0.15296686,0.177415687,0.183332656,0.180825362,0.204300066
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.040759564,0.030648776,0.03132403,0.023157659,0.02103289,0.020366995,0.023659773,0.02289428,0.022150837,0.021434541,0.034579718,0.040185722,0.04001734,0.040879208,0.038601013,0.039369948
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.513805006,0.550836468,0.632118389,0.689003728,0.722703201,0.950254188,1.065709517,0.968284491,0.998240579,1.047944468,1.096126252,1.142609706,1.04900428,0.996599817,0.964736936,0.952852841
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.161247317,0.173311469,0.174873333,0.185125113,0.182145538,0.200401487,0.219621964,0.267544785,0.292426404,0.337032292,0.35913403,0.368602225,0.383614744,0.381996121,0.455006519,0.543119905
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.335826918,0.323939303,0.3136156,0.310103009,0.296651275,0.283081514,0.279306978,0.327277496,0.331901941,0.355231325,0.344620171,0.325737695,0.320219438,0.341980233,0.363726897,0.363115439
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,16.75762643,16.33156895,16.72030149,17.20830161,16.79426996,17.02748527,16.5953499,17.38057011,16.55692294,15.50214503,15.79214123,15.9959443,15.73447396,15.83846027,15.84990541,15.64858561
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.065926441,0.0671679,0.065752635,0.059260253,0.058082525,0.05447729,0.055851339,0.057170025,0.039781269,0.039191973,0.038752931,0.042999665,0.045081487,0.02697875,0.029120747,0.042286394
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.034707038,0.039179313,0.044349704,0.048005565,0.046226095,0.047540614,0.048770588,0.046219132,0.048285038,0.068338263,0.103747164,0.088989667,0.145485857,0.165652672,0.165403428,0.169371768
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,3.286328366,3.121271618,3.131771583,3.167262617,3.432413196,3.458629046,3.494449666,3.906183578,4.069245883,3.875949531,4.087904661,4.437266283,4.506229076,4.723555077,4.311060938,4.576124117
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,2.650412428,2.774761175,2.975679521,3.427437253,3.954107458,4.46770003,4.910276132,5.306366015,5.435075622,5.798318754,6.335417691,6.901344429,7.046182675,7.324147115,7.294235506,7.146449357
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.472118383,1.464131171,1.388856179,1.352573854,1.333540814,1.351537304,1.335388783,1.353071942,1.350808645,1.385696614,1.405488898,1.51326854,1.512727212,1.653063497,1.686264961,1.688318124
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.184380059,0.197879096,0.19315867,0.24004952,0.25115953,0.245248324,0.271380387,0.17143997,0.167369873,0.20794622,0.246485411,0.212290796,0.221035685,0.256233552,0.223863893,0.244393419
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.034602936,0.032418904,0.033084915,0.038891149,0.036556273,0.040338851,0.040298316,0.042255675,0.042210719,0.040032941,0.04104464,0.045239954,0.041002162,0.055494204,0.069678432,0.042363694
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,1.390922869,1.317617226,0.833742146,0.948071795,1.002715302,1.189695728,1.276319812,1.070657483,1.086878789,1.167559259,1.268210657,1.224162351,1.166246226,1.152991586,1.095638253,1.165546016
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,1.249252657,1.343554927,1.346038764,1.392873768,1.405865264,1.463071784,1.509635072,1.725458621,1.684918829,1.592659919,1.553293393,1.603682692,1.589162765,1.640619591,1.63281817,1.55534308
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.394417144,0.385094025,0.396946561,0.301711176,0.304387853,0.320357185,0.303920338,0.29523374,0.330008281,0.300610999,0.309259106,0.291031488,0.373134534,0.393435075,0.406222759,0.422368807
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.037327826,4.465488057,4.713895971,5.021612128,4.901733118,4.976630894,5.012573327,5.308317229,5.042108344,4.717571565,4.530399209,4.445615774,4.079616457,3.997002654,3.831644469,3.948992432
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,2.547988693,2.460438619,2.358999348,2.282445178,2.25414834,2.337148577,2.37806834,2.460200201,2.380533907,2.40319712,2.504045857,2.455353561,2.548611094,2.558779773,2.3605037,2.579300156
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,7.55866713,7.279172403,7.339032677,7.880736103,7.699844825,7.687389951,7.651782674,7.812294746,7.849714277,7.540372167,7.100376945,6.783205135,6.255253007,5.621287658,5.909934629,5.900152116
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czechia,CZE,12.01065269,12.01181802,11.6241027,12.04336087,12.10540157,11.750804,11.77860313,12.00330783,11.39282817,10.64445418,10.71659406,10.4010178,10.09153928,9.620257259,9.264302843,9.400668002
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,9.850895645,10.12356724,10.01500952,10.98769807,9.941672844,9.262963492,10.69102319,9.779475634,9.125129139,8.678105357,8.673891232,7.73708669,6.835287325,7.116737849,6.347153074,5.929462754
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.515624107,0.518404025,0.535513237,0.539730051,0.518403997,0.548995985,0.54118412,0.583520389,0.575725689,0.567756274,0.618904659,0.562277492,0.575946626,0.633989062,0.445083888,0.503283386
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,1.866475233,2.152976131,1.71821302,1.997089963,2.273146979,2.266931091,2.403914163,2.542480715,2.541332041,7.05736224,2.539610976,2.538357502,3.523409533,2.393725648,2.531966172,2.528977972
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,2.20390761,2.207336335,2.393130244,2.116308325,1.925467548,2.054464358,2.209643748,2.209049927,2.175917533,2.052891491,2.133032567,2.130799267,2.183081632,2.118782053,2.110144291,2.294373257
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.738804994,1.877711066,1.838936694,1.844472234,1.925511132,2.041105738,2.143053343,2.14317376,2.1801436,2.335118311,2.481494711,2.433762684,2.396908547,2.52745943,2.620388632,2.56106243
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.665079192,1.806061187,1.810728443,1.826542965,1.948172596,2.147938562,2.22117664,2.34430544,2.38509982,2.436192983,2.42033575,2.434305307,2.487785551,2.419103472,2.423232509,2.44779056
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.956193433,0.990382826,0.996286745,1.086072535,1.108934347,1.13018176,1.190907939,1.24962947,1.126918203,1.084824479,1.057588947,1.091687798,1.085297312,1.030948242,1.046841993,1.106698196
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,3.662278531,5.382625518,7.032327616,7.29608142,8.647755711,11.10033354,11.94400452,10.39326453,11.36100912,10.76987412,10.54427516,10.12300595,9.522968776,8.528333301,7.048195802,5.622232353
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0.279181805,0.29477147,0.274076516,0.265285439,0.250017559,0.212265186,0.17819148,0.17019629,0.146925243,0.150644888,0.157706966,0.177350806,0.190763128,0.195035548,0.196288983,0.194446714
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,10.68014331,11.07977365,10.83843826,12.35846893,12.49128506,12.71797866,11.86507343,14.90288476,13.76122746,11.27750545,14.26988866,13.68801133,12.7693736,14.65860673,13.64730803,11.81383402
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.053756289,0.064554538,0.065153465,0.069557428,0.071794656,0.066145963,0.068799271,0.073877268,0.078271761,0.076612691,0.073824767,0.083647726,0.091451262,0.105676114,0.125797367,0.127832027
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,0.998753408,1.277762147,1.079414216,1.28664166,1.797364878,1.570095596,1.66693039,1.50684357,1.147445607,1.136315747,1.349125821,1.285539092,1.19066194,1.305449843,1.488838858,1.588704993
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,10.64485611,11.77523242,12.1985969,13.75595751,12.94525129,10.57167065,12.72627915,12.30921631,10.6636072,10.14821304,11.65875348,10.22962444,9.126387978,9.22784648,8.451871908,7.814537356
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,6.125507901,6.1399245,6.003048171,6.052063904,6.024888047,6.025069386,5.840018106,5.667781492,5.561011371,5.312096451,5.348198409,5.128951791,5.154142128,5.12979914,4.616052854,4.677807228
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,4.949693046,4.952273753,4.62621577,4.878987517,4.498488798,4.357987805,3.803812803,3.354690664,3.470443269,3.314371184,3.546479337,3.431022623,3.200590683,3.186448492,3.163816156,3.142183759
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.182134433,0.227929445,0.213635204,0.206907262,0.213828841,0.213765883,0.226209665,0.250023476,0.254545114,0.281564377,0.245371539,0.243487777,0.241467286,0.224065899,0.25691229,0.254091824
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,1.169940333,0.876849261,0.743996199,0.799648581,0.858087124,1.086491596,1.211231833,1.458489553,1.25764955,1.473356725,1.404919111,1.735685448,1.928196034,2.108848922,2.277240519,2.469615623
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,10.09931602,10.29363415,10.10298472,10.13870882,9.950402591,9.729424378,9.886441614,9.527586652,9.617453045,8.97178632,9.453399722,9.299036295,9.451317705,9.62420735,9.088506897,9.087290909
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.297735601,0.314320105,0.366979247,0.344091272,0.31402298,0.322718935,0.380266256,0.397144284,0.367512374,0.414133624,0.451580867,0.462822311,0.561999712,0.587425248,0.554280565,0.566623028
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,8.741595261,8.894202354,8.860741473,9.17087841,9.113529104,9.278882623,9.137630592,9.441123453,9.064040878,8.529742762,7.874949777,7.61375705,7.251237354,6.609996229,6.385178661,6.28506954
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,2.042066571,2.227775518,2.315797548,2.403776814,2.20420528,2.388732825,2.477653381,2.662027145,2.749935914,7.656895482,2.730002651,2.903002289,3.81565719,2.958251607,2.295684114,2.463436318
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.81278639,0.826344294,0.861904487,0.848950174,0.847650879,0.890464915,0.871846874,0.920826905,0.818091212,0.846417112,0.802261619,0.808455576,0.821948809,0.864132971,0.911388463,1.049628082
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.180809115,0.186525449,0.189842229,0.194216978,0.198303128,0.200887312,0.204138179,0.208023423,0.206391015,0.21275591,0.245286381,0.251428453,0.23281943,0.200131818,0.200879386,0.222181476
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.12486421,0.122238928,0.119573939,0.148056138,0.152265871,0.156141834,0.159700111,0.162942027,0.152045425,0.154994881,0.157624801,0.153551253,0.155765084,0.151675192,0.159533648,0.16117826
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,2.22306145,2.200733757,2.175112689,2.174082262,2.239395333,1.983499455,1.782041634,2.156797884,2.142431558,2.179966238,2.348451477,2.433416853,2.647645978,2.607730233,2.698556721,2.710334223
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.173680812,0.185856117,0.209043763,0.203368312,0.184589899,0.184877283,0.184059902,0.215895462,0.210437489,0.203101721,0.247253132,0.267318268,0.236076333,0.254791238,0.286282868,0.30666988
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,0.758991925,0.859015935,0.878880862,0.947043924,1.038040468,0.934443841,1.043973254,1.093677158,1.076312315,0.990089255,0.983472529,1.038833066,1.06935877,1.064951336,1.056324782,1.089663658
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,5.350127818,5.524375965,5.473190665,5.74457771,5.575263133,5.543733303,5.506698601,5.355128938,5.280833386,4.773188743,4.787989094,4.704300453,4.377864468,4.120050589,4.11798843,4.407180501
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.930157714,7.579798434,7.790681127,7.702377441,7.94319225,7.717349417,7.669973612,7.638831305,6.868002252,6.624824238,6.162727567,5.924504836,5.799523611,6.269999047,6.261721492,6.227045154
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,0.887641212,0.887013876,0.901339542,0.910255466,0.961090201,0.99029291,1.042663453,1.129757683,1.18632121,1.285083612,1.344896147,1.405068333,1.508508252,1.539947839,1.657231271,1.647151914
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,1.326863641,1.408681788,1.40616085,1.515549968,1.528266442,1.512001407,1.589363176,1.635120972,1.597402667,1.638919951,1.718201745,1.939122786,1.938042616,1.778914016,1.896733638,1.890795841
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,5.187936248,5.32843848,5.49708091,5.721566758,6.057320614,6.461795522,6.862471364,7.207252776,7.25243453,7.436286869,7.336652683,7.396667663,7.40165311,7.631864943,7.81441898,7.633623871
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,3.729318782,4.029629987,3.656356845,3.169490116,3.348428329,3.162065041,3.022428749,2.746205329,3.105080315,3.251285214,3.649723858,3.679052199,4.045153699,4.195185035,3.895158431,3.743646439
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,11.17688705,11.5926495,11.17258201,11.0320952,10.97963685,11.21417451,11.05861518,10.5388979,10.19702642,8.943031474,8.813296615,8.008586809,8.072558903,7.723057986,7.628162753,7.881824817
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,9.063444109,8.999844696,9.296803932,9.406998865,9.275958268,8.803624525,9.120036553,9.275636617,9.127353202,8.780859698,9.250222551,8.990702786,9.615068271,8.313170792,7.877600353,7.892507176
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.662168039,7.662604587,7.77212967,8.064459636,8.18925745,8.173783064,8.025766415,7.860767964,7.564248487,6.71897022,6.836836177,6.680594198,6.327708948,5.751905744,5.38747546,5.563259469
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.78950826,3.768638497,3.806386039,3.908559691,3.878874772,3.854014752,4.378426925,4.342126485,3.458106721,2.818474209,2.661482239,2.664607715,2.448869311,2.588580197,2.500750419,2.452418296
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,9.323415561,9.204791229,9.467613289,9.51275428,9.469634517,9.49198928,9.303737228,9.570784184,9.044142107,8.598248928,9.030061533,9.493010565,9.822297325,9.908431318,9.562839774,9.276629423
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,3.176186604,3.114621124,3.172535294,3.18547751,3.329605285,3.44627904,3.366409389,3.371546348,3.051945799,2.997131378,2.781778794,2.709171986,2.98147233,2.79375767,2.864728014,2.731322514
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,8.072629613,7.903981166,8.820274326,9.802120407,10.52622175,11.17116807,12.1047148,12.81242182,15.34074602,13.27361979,14.07314044,14.82436446,14.56638251,15.26278838,12.10241477,10.87226272
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.260288294,0.231669148,0.219840481,0.188299589,0.208781937,0.227167866,0.247018262,0.242081741,0.24904513,0.286295484,0.300732682,0.301772158,0.273997499,0.309754058,0.324410689,0.359452718
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.355429181,0.349471134,0.458148155,0.450247626,0.552498406,0.758240452,0.74198917,0.621561971,0.607533401,0.594483183,0.485767033,0.477395338,0.564127142,0.556137428,0.548511237,0.540896253
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People's Rep.",PRK,3.132267246,3.215754891,3.050628348,3.089739908,3.13153895,3.245877438,3.28166461,2.713291792,2.995868919,2.266220325,2.10274697,1.503644026,1.551572969,1.108325444,1.246318841,0.996671213
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,9.714493739,9.954155954,9.717757697,9.723895501,10.10575182,9.982450603,10.07157738,10.34618659,10.49685145,10.68065582,11.60791602,11.98478721,11.9586009,11.89000868,11.58874374,11.91474367
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,24.37017236,25.28915647,26.01321211,26.88716685,28.13454038,30.79469952,30.51404573,28.19459481,28.55410798,27.5253006,26.97965604,26.29058751,25.47440065,24.77326637,23.1838022,23.20895692
